language_code,canonical_iso639_3,display_name,mapping_source
bhr,bhr,Bara Malagasy,iso639_3
bhs,bhs,Buwal,iso639_3
bht,bht,Bhattiyali,iso639_3
bhu,bhu,Bhunjia,iso639_3
bhv,bhv,Bahau,iso639_3
bhw,bhw,Biak,iso639_3
bhx,bhx,Bhalay,iso639_3
bhy,bhy,Bhele,iso639_3
bhz,bhz,Bada (Indonesia),iso639_3
bia,bia,Badimaya,iso639_3
bib,bib,Bissa,iso639_3
bid,bid,Bidiyo,iso639_3
bie,bie,Bepour,iso639_3
bif,bif,Biafada,iso639_3
big,big,Biangai,iso639_3
bih,bih,Bihari languages,iso639_5_collection
bik,bik,Bikol,iso639_3
bil,bil,Bile,iso639_3
bim,bim,Bimoba,iso639_3
bin,bin,Bini,iso639_3
bio,bio,Nai,iso639_3
bip,bip,Bila,iso639_3
biq,biq,Bipi,iso639_3
bir,bir,Bisorio,iso639_3
bis,bis,Bislama,iso639_3
bit,bit,Berinomo,iso639_3
biu,biu,Biete,iso639_3
biv,biv,Southern Birifor,iso639_3
biw,biw,Kol (Cameroon),iso639_3
bix,bix,Bijori,iso639_3
biy,biy,Birhor,iso639_3
biz,biz,Baloi,iso639_3
bja,bja,Budza,iso639_3
bjb,bjb,Banggarla,iso639_3
bjc,bjc,Bariji,iso639_3
bje,bje,Biao-Jiao Mien,iso639_3
bjf,bjf,Barzani Jewish Neo-Aramaic,iso639_3
bjg,bjg,Bidyogo,iso639_3
bjh,bjh,Bahinemo,iso639_3
bji,bji,Burji,iso639_3
bjj,bjj,Kanauji,iso639_3
bjk,bjk,Barok,iso639_3
bjl,bjl,Bulu (Papua New Guinea),iso639_3
bjm,bjm,Bajelani,iso639_3
bjn,bjn,Banjar,iso639_3
bjo,bjo,Mid-Southern Banda,iso639_3
bjp,bjp,Fanamaket,iso639_3
bjr,bjr,Binumarien,iso639_3
bjs,bjs,Bajan,iso639_3
bjt,bjt,Balanta-Ganja,iso639_3
bju,bju,Busuu,iso639_3
bjv,bjv,Bedjond,iso639_3
bjw,bjw,Bakwé,iso639_3
bjx,bjx,Banao Itneg,iso639_3
bjy,bjy,Bayali,iso639_3
bjz,bjz,Baruga,iso639_3
bka,bka,Kyak,iso639_3
bkc,bkc,Baka (Cameroon),iso639_3
bkd,bkd,Binukid,iso639_3
bkf,bkf,Beeke,iso639_3
bkg,bkg,Buraka,iso639_3
bkh,bkh,Bakoko,iso639_3
bki,bki,Baki,iso639_3
bkj,bkj,Pande,iso639_3
bkk,bkk,Brokskat,iso639_3
bkl,bkl,Berik,iso639_3
bkm,bkm,Kom (Cameroon),iso639_3
bkn,bkn,Bukitan,iso639_3
bko,bko,Kwa',iso639_3
bkp,bkp,Boko (Democratic Republic of Congo),iso639_3
bkq,bkq,Bakairí,iso639_3
bkr,bkr,Bakumpai,iso639_3
bks,bks,Northern Sorsoganon,iso639_3
bkt,bkt,Boloki,iso639_3
bku,bku,Buhid,iso639_3
bkv,bkv,Bekwarra,iso639_3
bkw,bkw,Bekwel,iso639_3
bkx,bkx,Baikeno,iso639_3
bky,bky,Bokyi,iso639_3
bkz,bkz,Bungku,iso639_3
bla,bla,Siksika,iso639_3
blb,blb,Bilua,iso639_3
blc,blc,Bella Coola,iso639_3
bld,bld,Bolango,iso639_3
ble,ble,Balanta-Kentohe,iso639_3
blf,blf,Buol,iso639_3
blh,blh,Kuwaa,iso639_3
bli,bli,Bolia,iso639_3
blj,blj,Bolongan,iso639_3
blk,blk,Pa'o Karen,iso639_3
bll,bll,Biloxi,iso639_3
blm,blm,Beli (South Sudan),iso639_3
bln,bln,Southern Catanduanes Bikol,iso639_3
blo,blo,Anii,iso639_3
blp,blp,Blablanga,iso639_3
blq,blq,Baluan-Pam,iso639_3
blr,blr,Blang,iso639_3
bls,bls,Balaesang,iso639_3
blt,blt,Tai Dam,iso639_3
blv,blv,Kibala,iso639_3
blw,blw,Balangao,iso639_3
blx,blx,Mag-Indi Ayta,iso639_3
bly,bly,Notre,iso639_3
blz,blz,Balantak,iso639_3
bma,bma,Lame,iso639_3
bmb,bmb,Bembe,iso639_3
bmc,bmc,Biem,iso639_3
bmd,bmd,Baga Manduri,iso639_3
bme,bme,Limassa,iso639_3
bmf,bmf,Bom-Kim,iso639_3
bmg,bmg,Bamwe,iso639_3
bmh,bmh,Kein,iso639_3
bmi,bmi,Bagirmi,iso639_3
bmj,bmj,Bote-Majhi,iso639_3
bmk,bmk,Ghayavi,iso639_3
bml,bml,Bomboli,iso639_3
bmm,bmm,Northern Betsimisaraka Malagasy,iso639_3
bmn,bmn,Bina (Papua New Guinea),iso639_3
bmo,bmo,Bambalang,iso639_3
bmp,bmp,Bulgebi,iso639_3
bmq,bmq,Bomu,iso639_3
bmr,bmr,Muinane,iso639_3
bms,bms,Bilma Kanuri,iso639_3
bmt,bmt,Biao Mon,iso639_3
bmu,bmu,Somba-Siawari,iso639_3
bmv,bmv,Bum,iso639_3
bmw,bmw,Bomwali,iso639_3
bmx,bmx,Baimak,iso639_3
bmz,bmz,Baramu,iso639_3
bna,bna,Bonerate,iso639_3
bnb,bnb,Bookan,iso639_3
bnc,bnc,Bontok,iso639_3
bnd,bnd,Banda (Indonesia),iso639_3
bne,bne,Bintauna,iso639_3
bnf,bnf,Masiwang,iso639_3
bng,bng,Benga,iso639_3
bni,bni,Bangi,iso639_3
bnj,bnj,Eastern Tawbuid,iso639_3
bnk,bnk,Bierebo,iso639_3
bnl,bnl,Boon,iso639_3
bnm,bnm,Batanga,iso639_3
bnn,bnn,Bunun,iso639_3
bno,bno,Bantoanon,iso639_3
bnp,bnp,Bola,iso639_3
bnq,bnq,Bantik,iso639_3
bnr,bnr,Butmas-Tur,iso639_3
bns,bns,Bundeli,iso639_3
bnt,bnt,Bantu languages,iso639_5_collection
bnu,bnu,Bentong,iso639_3
bnv,bnv,Bonerif,iso639_3
bnw,bnw,Bisis,iso639_3
bnx,bnx,Bangubangu,iso639_3
bny,bny,Bintulu,iso639_3
bnz,bnz,Beezen,iso639_3
boa,boa,Bora,iso639_3
bob,bob,Aweer,iso639_3
bod,bod,Tibetan,iso639_3
boe,boe,Mundabli,iso639_3
bof,bof,Bolon,iso639_3
bog,bog,Bamako Sign Language,iso639_3
boh,boh,Boma,iso639_3
boi,boi,Barbareño,iso639_3
boj,boj,Anjam,iso639_3
bok,bok,Bonjo,iso639_3
bol,bol,Bole,iso639_3
bom,bom,Berom,iso639_3
bon,bon,Bine,iso639_3
boo,boo,Tiemacèwè Bozo,iso639_3
bop,bop,Bonkiman,iso639_3
boq,boq,Bogaya,iso639_3
bor,bor,Borôro,iso639_3
bos,bos,Bosnian,iso639_3
bot,bot,Bongo,iso639_3
bou,bou,Bondei,iso639_3
bov,bov,Tuwuli,iso639_3
bow,bow,Rema,iso639_3
box,box,Buamu,iso639_3
boy,boy,Bodo (Central African Republic),iso639_3
boz,boz,Tiéyaxo Bozo,iso639_3
bpa,bpa,Daakaka,iso639_3
bpc,bpc,Mbuk,iso639_3
bpd,bpd,Banda-Banda,iso639_3
bpe,bpe,Bauni,iso639_3
bpg,bpg,Bonggo,iso639_3
bph,bph,Botlikh,iso639_3
bpi,bpi,Bagupi,iso639_3
bpj,bpj,Binji,iso639_3
bpk,bpk,Orowe,iso639_3
bpl,bpl,Broome Pearling Lugger Pidgin,iso639_3
bpm,bpm,Biyom,iso639_3
bpn,bpn,Dzao Min,iso639_3
bpo,bpo,Anasi,iso639_3
bpp,bpp,Kaure,iso639_3
bpq,bpq,Banda Malay,iso639_3
bpr,bpr,Koronadal Blaan,iso639_3
bps,bps,Sarangani Blaan,iso639_3
bpt,bpt,Barrow Point,iso639_3
bpu,bpu,Bongu,iso639_3
bpv,bpv,Bian Marind,iso639_3
bpw,bpw,Bo (Papua New Guinea),iso639_3
bpx,bpx,Palya Bareli,iso639_3
bpy,bpy,Bishnupriya,iso639_3
bpz,bpz,Bilba,iso639_3
bqa,bqa,Tchumbuli,iso639_3
bqb,bqb,Bagusa,iso639_3
bqc,bqc,Boko (Benin),iso639_3
bqd,bqd,Bung,iso639_3
bqf,bqf,Baga Kaloum,iso639_3
bqg,bqg,Bago-Kusuntu,iso639_3
bqh,bqh,Baima,iso639_3
bqi,bqi,Bakhtiari,iso639_3
bqj,bqj,Bandial,iso639_3
bqk,bqk,Banda-Mbrès,iso639_3
bql,bql,Bilakura,iso639_3
bqm,bqm,Wumboko,iso639_3
bqn,bqn,Bulgarian Sign Language,iso639_3
bqo,bqo,Balo,iso639_3
bqp,bqp,Busa,iso639_3
bqq,bqq,Biritai,iso639_3
bqr,bqr,Burusu,iso639_3
bqs,bqs,Bosngun,iso639_3
bqt,bqt,Bamukumbit,iso639_3
bqu,bqu,Boguru,iso639_3
bqv,bqv,Koro Wachi,iso639_3
bqw,bqw,Buru (Nigeria),iso639_3
bqx,bqx,Baangi,iso639_3
bqy,bqy,Bengkala Sign Language,iso639_3
bqz,bqz,Bakaka,iso639_3
bra,bra,Braj,iso639_3
brb,brb,Brao,iso639_3
brc,brc,Berbice Creole Dutch,iso639_3
brd,brd,Baraamu,iso639_3
bre,bre,Breton,iso639_3
brf,brf,Bira,iso639_3
brg,brg,Baure,iso639_3
brh,brh,Brahui,iso639_3
bri,bri,Mokpwe,iso639_3
brj,brj,Bieria,iso639_3
brk,brk,Birked,iso639_3
brl,brl,Birwa,iso639_3
brm,brm,Barambu,iso639_3
brn,brn,Boruca,iso639_3
bro,bro,Brokkat,iso639_3
brp,brp,Barapasi,iso639_3
brq,brq,Breri,iso639_3
brr,brr,Birao,iso639_3
brs,brs,Baras,iso639_3
brt,brt,Bitare,iso639_3
bru,bru,Eastern Bru,iso639_3
brv,brv,Western Bru,iso639_3
brw,brw,Bellari,iso639_3
brx,brx,Bodo (India),iso639_3
bry,bry,Burui,iso639_3
brz,brz,Bilbil,iso639_3
bsa,bsa,Abinomn,iso639_3
bsb,bsb,Brunei Bisaya,iso639_3
bsc,bsc,Bassari,iso639_3
bse,bse,Wushi,iso639_3
bsf,bsf,Bauchi,iso639_3
bsg,bsg,Bashkardi,iso639_3
bsh,bsh,Kati,iso639_3
bsi,bsi,Bassossi,iso639_3
bsj,bsj,Bangwinji,iso639_3
bsk,bsk,Burushaski,iso639_3
bsl,bsl,Basa-Gumna,iso639_3
bsm,bsm,Busami,iso639_3
bsn,bsn,Barasana-Eduria,iso639_3
bso,bso,Buso,iso639_3
bsp,bsp,Baga Sitemu,iso639_3
bsq,bsq,Bassa,iso639_3
bsr,bsr,Bassa-Kontagora,iso639_3
bss,bss,Akoose,iso639_3
bst,bst,Basketo,iso639_3
bsu,bsu,Bahonsuai,iso639_3
bsv,bsv,Baga Sobané,iso639_3
bsw,bsw,Baiso,iso639_3
bsx,bsx,Yangkam,iso639_3
bsy,bsy,Sabah Bisaya,iso639_3
bta,bta,Bata,iso639_3
btc,btc,Bati (Cameroon),iso639_3
btd,btd,Batak Dairi,iso639_3
bte,bte,Gamo-Ningi,iso639_3
btf,btf,Birgit,iso639_3
btg,btg,Gagnoa Bété,iso639_3
bth,bth,Biatah Bidayuh,iso639_3
bti,bti,Burate,iso639_3
btj,btj,Bacanese Malay,iso639_3
btk,btk,Batak languages,iso639_5_collection
btm,btm,Batak Mandailing,iso639_3
btn,btn,Ratagnon,iso639_3
bto,bto,Rinconada Bikol,iso639_3
btp,btp,Budibud,iso639_3
btq,btq,Batek,iso639_3
btr,btr,Baetora,iso639_3
bts,bts,Batak Simalungun,iso639_3
btt,btt,Bete-Bendi,iso639_3
btu,btu,Batu,iso639_3
btv,btv,Bateri,iso639_3
btw,btw,Butuanon,iso639_3
btx,btx,Batak Karo,iso639_3
bty,bty,Bobot,iso639_3
btz,btz,Batak Alas-Kluet,iso639_3
bua,bua,Buriat,iso639_3
bub,bub,Bua,iso639_3
buc,buc,Bushi,iso639_3
bud,bud,Ntcham,iso639_3
bue,bue,Beothuk,iso639_3
buf,buf,Bushoong,iso639_3
bug,bug,Buginese,iso639_3
buh,buh,Younuo Bunu,iso639_3
bui,bui,Bongili,iso639_3
buj,buj,Basa-Gurmana,iso639_3
buk,buk,Bugawac,iso639_3
bul,bul,Bulgarian,iso639_3
bum,bum,Bulu (Cameroon),iso639_3
bun,bun,Sherbro,iso639_3
buo,buo,Terei,iso639_3
bup,bup,Busoa,iso639_3
buq,buq,Brem,iso639_3
bur,mya,Burmese,iso639_2_bibliographic_alias
bus,bus,Bokobaru,iso639_3
but,but,Bungain,iso639_3
buu,buu,Budu,iso639_3
buv,buv,Bun,iso639_3
buw,buw,Bubi,iso639_3
bux,bux,Boghom,iso639_3
buy,buy,Bullom So,iso639_3
buz,buz,Bukwen,iso639_3
bva,bva,Barein,iso639_3
bvb,bvb,Bube,iso639_3
bvc,bvc,Baelelea,iso639_3
bvd,bvd,Baeggu,iso639_3
bve,bve,Berau Malay,iso639_3
bvf,bvf,Boor,iso639_3
bvg,bvg,Bonkeng,iso639_3
bvh,bvh,Bure,iso639_3
bvi,bvi,Belanda Viri,iso639_3
bvj,bvj,Baan,iso639_3
bvk,bvk,Bukat,iso639_3
bvl,bvl,Bolivian Sign Language,iso639_3
bvm,bvm,Bamunka,iso639_3
bvn,bvn,Buna,iso639_3
bvo,bvo,Bolgo,iso639_3
bvp,bvp,Bumang,iso639_3
bvq,bvq,Birri,iso639_3
bvr,bvr,Burarra,iso639_3
bvt,bvt,Bati (Indonesia),iso639_3
bvu,bvu,Bukit Malay,iso639_3
bvv,bvv,Baniva,iso639_3
bvw,bvw,Boga,iso639_3
bvx,bvx,Dibole,iso639_3
bvy,bvy,Baybayanon,iso639_3
bvz,bvz,Bauzi,iso639_3
bwa,bwa,Bwatoo,iso639_3
bwb,bwb,Namosi-Naitasiri-Serua,iso639_3
bwc,bwc,Bwile,iso639_3
bwd,bwd,Bwaidoka,iso639_3
bwe,bwe,Bwe Karen,iso639_3
bwf,bwf,Boselewa,iso639_3
bwg,bwg,Barwe,iso639_3
bwh,bwh,Bishuo,iso639_3
bwi,bwi,Baniwa,iso639_3
bwj,bwj,Láá Láá Bwamu,iso639_3
bwk,bwk,Bauwaki,iso639_3
bwl,bwl,Bwela,iso639_3
bwm,bwm,Biwat,iso639_3
bwn,bwn,Wunai Bunu,iso639_3
bwo,bwo,Boro (Ethiopia),iso639_3
bwp,bwp,Mandobo Bawah,iso639_3
bwq,bwq,Southern Bobo Madaré,iso639_3
bwr,bwr,Bura-Pabir,iso639_3
bws,bws,Bomboma,iso639_3
bwt,bwt,Bafaw-Balong,iso639_3
bwu,bwu,Buli (Ghana),iso639_3
bww,bww,Bwa,iso639_3
bwx,bwx,Bu-Nao Bunu,iso639_3
bwy,bwy,Cwi Bwamu,iso639_3
bwz,bwz,Bwisi,iso639_3
bxa,bxa,Tairaha,iso639_3
bxb,bxb,Belanda Bor,iso639_3
bxc,bxc,Molengue,iso639_3
bxd,bxd,Pela,iso639_3
bxe,bxe,Birale,iso639_3
bxf,bxf,Bilur,iso639_3
bxg,bxg,Bangala,iso639_3
bxh,bxh,Buhutu,iso639_3
bxi,bxi,Pirlatapa,iso639_3
bxj,bxj,Bayungu,iso639_3
bxk,bxk,Bukusu,iso639_3
bxl,bxl,Jalkunan,iso639_3
bxm,bxm,Mongolia Buriat,iso639_3
bxn,bxn,Burduna,iso639_3
bxo,bxo,Barikanchi,iso639_3
bxp,bxp,Bebil,iso639_3
bxq,bxq,Beele,iso639_3
bxr,bxr,Russia Buriat,iso639_3
bxs,bxs,Busam,iso639_3
bxu,bxu,China Buriat,iso639_3
bxv,bxv,Berakou,iso639_3
bxw,bxw,Bankagooma,iso639_3
bxz,bxz,Binahari,iso639_3
bya,bya,Batak,iso639_3
byb,byb,Bikya,iso639_3
byc,byc,Ubaghara,iso639_3
byd,byd,Benyadu',iso639_3
bye,bye,Pouye,iso639_3
byf,byf,Bete,iso639_3
byg,byg,Baygo,iso639_3
byh,byh,Bhujel,iso639_3
byi,byi,Buyu,iso639_3
byj,byj,Bina (Nigeria),iso639_3
byk,byk,Biao,iso639_3
byl,byl,Bayono,iso639_3
bym,bym,Bidjara,iso639_3
byn,byn,Bilin,iso639_3
byo,byo,Biyo,iso639_3
byp,byp,Bumaji,iso639_3
byq,byq,Basay,iso639_3
byr,byr,Baruya,iso639_3
bys,bys,Burak,iso639_3
byt,byt,Berti,iso639_3
byv,byv,Medumba,iso639_3
byw,byw,Belhariya,iso639_3
byx,byx,Qaqet,iso639_3
byz,byz,Banaro,iso639_3
bza,bza,Bandi,iso639_3
bzb,bzb,Andio,iso639_3
bzc,bzc,Southern Betsimisaraka Malagasy,iso639_3
bzd,bzd,Bribri,iso639_3
bze,bze,Jenaama Bozo,iso639_3
bzf,bzf,Boikin,iso639_3
bzg,bzg,Babuza,iso639_3
bzh,bzh,Mapos Buang,iso639_3
bzi,bzi,Bisu,iso639_3
bzj,bzj,Belize Kriol English,iso639_3
bzk,bzk,Nicaragua Creole English,iso639_3
bzl,bzl,Boano (Sulawesi),iso639_3
bzm,bzm,Bolondo,iso639_3
bzn,bzn,Boano (Maluku),iso639_3
bzo,bzo,Bozaba,iso639_3
bzp,bzp,Kemberano,iso639_3
bzq,bzq,Buli (Indonesia),iso639_3
bzr,bzr,Biri,iso639_3
bzs,bzs,Brazilian Sign Language,iso639_3
bzt,bzt,Brithenig,iso639_3
bzu,bzu,Burmeso,iso639_3
bzv,bzv,Naami,iso639_3
bzw,bzw,Basa (Nigeria),iso639_3
bzx,bzx,Kɛlɛngaxo Bozo,iso639_3
bzy,bzy,Obanliku,iso639_3
bzz,bzz,Evant,iso639_3
caa,caa,Chortí,iso639_3
cab,cab,Garifuna,iso639_3
cac,cac,Chuj,iso639_3
cad,cad,Caddo,iso639_3
cae,cae,Lehar,iso639_3
caf,caf,Southern Carrier,iso639_3
cag,cag,Nivaclé,iso639_3
cah,cah,Cahuarano,iso639_3
cai,cai,Central American Indian languages,iso639_5_collection
caj,caj,Chané,iso639_3
cak,cak,Kaqchikel,iso639_3
cal,cal,Carolinian,iso639_3
cam,cam,Cemuhî,iso639_3
can,can,Chambri,iso639_3
cao,cao,Chácobo,iso639_3
cap,cap,Chipaya,iso639_3
caq,caq,Car Nicobarese,iso639_3
car,car,Galibi Carib,iso639_3
cas,cas,Tsimané,iso639_3
cat,cat,Catalan,iso639_3
cau,cau,Caucasian languages,iso639_5_collection
cav,cav,Cavineña,iso639_3
caw,caw,Callawalla,iso639_3
cax,cax,Chiquitano,iso639_3
cay,cay,Cayuga,iso639_3
caz,caz,Canichana,iso639_3
cba,cba,Chibchan languages,iso639_5_collection
cbb,cbb,Cabiyarí,iso639_3
cbc,cbc,Carapana,iso639_3
cbd,cbd,Carijona,iso639_3
cbg,cbg,Chimila,iso639_3
cbi,cbi,Chachi,iso639_3
cbj,cbj,Ede Cabe,iso639_3
cbk,cbk,Chavacano,iso639_3
cbl,cbl,Bualkhaw Chin,iso639_3
cbn,cbn,Nyahkur,iso639_3
cbo,cbo,Izora,iso639_3
cbq,cbq,Tsucuba,iso639_3
cbr,cbr,Cashibo-Cacataibo,iso639_3
cbs,cbs,Cashinahua,iso639_3
cbt,cbt,Chayahuita,iso639_3
cbu,cbu,Candoshi-Shapra,iso639_3
cbv,cbv,Cacua,iso639_3
cbw,cbw,Kinabalian,iso639_3
cby,cby,Carabayo,iso639_3
ccc,ccc,Chamicuro,iso639_3
ccd,ccd,Cafundo Creole,iso639_3
cce,cce,Chopi,iso639_3
ccg,ccg,Samba Daka,iso639_3
cch,cch,Atsam,iso639_3
ccj,ccj,Kasanga,iso639_3
ccl,ccl,Cutchi-Swahili,iso639_3
ccm,ccm,Malaccan Creole Malay,iso639_3
ccn,ccn,North Caucasian languages,iso639_5_collection
cco,cco,Comaltepec Chinantec,iso639_3
ccp,ccp,Chakma,iso639_3
ccr,ccr,Cacaopera,iso639_3
ccs,ccs,South Caucasian languages,iso639_5_collection
cda,cda,Choni,iso639_3
cdc,cdc,Chadic languages,iso639_5_collection
cdd,cdd,Caddoan languages,iso639_5_collection
cde,cde,Chenchu,iso639_3
cdf,cdf,Chiru,iso639_3
cdh,cdh,Chambeali,iso639_3
cdi,cdi,Chodri,iso639_3
cdj,cdj,Churahi,iso639_3
cdm,cdm,Chepang,iso639_3
cdn,cdn,Chaudangsi,iso639_3
cdo,cdo,Min Dong Chinese,iso639_3
cdr,cdr,Cinda-Regi-Tiyal,iso639_3
cds,cds,Chadian Sign Language,iso639_3
cdy,cdy,Chadong,iso639_3
cdz,cdz,Koda,iso639_3
cea,cea,Lower Chehalis,iso639_3
ceb,ceb,Cebuano,iso639_3
ceg,ceg,Chamacoco,iso639_3
cek,cek,Eastern Khumi Chin,iso639_3
cel,cel,Celtic languages,iso639_5_collection
cen,cen,Cen,iso639_3
ces,ces,Czech,iso639_3
cet,cet,Centúúm,iso639_3
cey,cey,Ekai Chin,iso639_3
cfa,cfa,Dijim-Bwilim,iso639_3
cfd,cfd,Cara,iso639_3
cfg,cfg,Como Karim,iso639_3
cfm,cfm,Falam Chin,iso639_3
cga,cga,Changriwa,iso639_3
cgc,cgc,Kagayanen,iso639_3
cgg,cgg,Chiga,iso639_3
cgk,cgk,Chocangacakha,iso639_3
cha,cha,Chamorro,iso639_3
chb,chb,Chibcha,iso639_3
chc,chc,Catawba,iso639_3
chd,chd,Highland Oaxaca Chontal,iso639_3
che,che,Chechen,iso639_3
chf,chf,Tabasco Chontal,iso639_3
chg,chg,Chagatai,iso639_3
chh,chh,Chinook,iso639_3
chi,zho,Chinese,iso639_2_bibliographic_alias
chj,chj,Ojitlán Chinantec,iso639_3
chk,chk,Chuukese,iso639_3
chl,chl,Cahuilla,iso639_3
chm,chm,Mari (Russia),iso639_3
chn,chn,Chinook jargon,iso639_3
cho,cho,Choctaw,iso639_3
chp,chp,Chipewyan,iso639_3
chq,chq,Quiotepec Chinantec,iso639_3
chr,chr,Cherokee,iso639_3
cht,cht,Cholón,iso639_3
chu,chu,Church Slavic,iso639_3
chv,chv,Chuvash,iso639_3
chw,chw,Chuwabu,iso639_3
chx,chx,Chantyal,iso639_3
chy,chy,Cheyenne,iso639_3
chz,chz,Ozumacín Chinantec,iso639_3
cia,cia,Cia-Cia,iso639_3
cib,cib,Ci Gbe,iso639_3
cic,cic,Chickasaw,iso639_3
cid,cid,Chimariko,iso639_3
cie,cie,Cineni,iso639_3
cih,cih,Chinali,iso639_3
cik,cik,Chitkuli Kinnauri,iso639_3
cim,cim,Cimbrian,iso639_3
cin,cin,Cinta Larga,iso639_3
cip,cip,Chiapanec,iso639_3
cir,cir,Tiri,iso639_3
ciw,ciw,Chippewa,iso639_3
ciy,ciy,Chaima,iso639_3
cja,cja,Western Cham,iso639_3
cje,cje,Chru,iso639_3
cjh,cjh,Upper Chehalis,iso639_3
cji,cji,Chamalal,iso639_3
cjk,cjk,Chokwe,iso639_3
cjm,cjm,Eastern Cham,iso639_3
cjn,cjn,Chenapian,iso639_3
cjo,cjo,Ashéninka Pajonal,iso639_3
cjp,cjp,Cabécar,iso639_3
cjs,cjs,Shor,iso639_3
cjv,cjv,Chuave,iso639_3
cjy,cjy,Jinyu Chinese,iso639_3
ckb,ckb,Central Kurdish,iso639_3
ckh,ckh,Chak,iso639_3
ckl,ckl,Cibak,iso639_3
ckm,ckm,Chakavian,iso639_3
ckn,ckn,Kaang Chin,iso639_3
cko,cko,Anufo,iso639_3
ckq,ckq,Kajakse,iso639_3
ckr,ckr,Kairak,iso639_3
cks,cks,Tayo,iso639_3
ckt,ckt,Chukot,iso639_3
cku,cku,Koasati,iso639_3
ckv,ckv,Kavalan,iso639_3
ckx,ckx,Caka,iso639_3
cky,cky,Cakfem-Mushere,iso639_3
ckz,ckz,Cakchiquel-Quiché Mixed Language,iso639_3
cla,cla,Ron,iso639_3
clc,clc,Chilcotin,iso639_3
cld,cld,Chaldean Neo-Aramaic,iso639_3
cle,cle,Lealao Chinantec,iso639_3
clh,clh,Chilisso,iso639_3
cli,cli,Chakali,iso639_3
clj,clj,Laitu Chin,iso639_3
clk,clk,Idu-Mishmi,iso639_3
cll,cll,Chala,iso639_3
clm,clm,Clallam,iso639_3
clo,clo,Lowland Oaxaca Chontal,iso639_3
clt,clt,Lautu Chin,iso639_3
clu,clu,Caluyanun,iso639_3
clw,clw,Chulym,iso639_3
cly,cly,Eastern Highland Chatino,iso639_3
cma,cma,Maa,iso639_3
cmc,cmc,Chamic languages,iso639_5_collection
cme,cme,Cerma,iso639_3
cmg,cmg,Classical Mongolian,iso639_3
cmi,cmi,Emberá-Chamí,iso639_3
cml,cml,Campalagian,iso639_3
cmm,cmm,Michigamea,iso639_3
cmn,cmn,Mandarin Chinese,iso639_3
cmo,cmo,Central Mnong,iso639_3
cmr,cmr,Mro-Khimi Chin,iso639_3
cms,cms,Messapic,iso639_3
cmt,cmt,Camtho,iso639_3
cna,cna,Changthang,iso639_3
cnb,cnb,Chinbon Chin,iso639_3
cnc,cnc,Côông,iso639_3
cng,cng,Northern Qiang,iso639_3
cnh,cnh,Hakha Chin,iso639_3
cni,cni,Asháninka,iso639_3
cnk,cnk,Khumi Chin,iso639_3
cnl,cnl,Lalana Chinantec,iso639_3
cno,cno,Con,iso639_3
cnp,cnp,Northern Ping Chinese,iso639_3
cnq,cnq,Chung,iso639_3
cnr,cnr,Montenegrin,iso639_3
cns,cns,Central Asmat,iso639_3
cnt,cnt,Tepetotutla Chinantec,iso639_3
cnu,cnu,Chenoua,iso639_3
cnw,cnw,Ngawn Chin,iso639_3
cnx,cnx,Middle Cornish,iso639_3
coa,coa,Cocos Islands Malay,iso639_3
cob,cob,Chicomuceltec,iso639_3
coc,coc,Cocopa,iso639_3
cod,cod,Cocama-Cocamilla,iso639_3
coe,coe,Koreguaje,iso639_3
cof,cof,Colorado,iso639_3
cog,cog,Chong,iso639_3
coh,coh,Chonyi-Dzihana-Kauma,iso639_3
coj,coj,Cochimi,iso639_3
cok,cok,Santa Teresa Cora,iso639_3
col,col,Columbia-Wenatchi,iso639_3
com,com,Comanche,iso639_3
con,con,Cofán,iso639_3
coo,coo,Comox,iso639_3
cop,cop,Coptic,iso639_3
coq,coq,Coquille,iso639_3
cor,cor,Cornish,iso639_3
cos,cos,Corsican,iso639_3
cot,cot,Caquinte,iso639_3
cou,cou,Wamey,iso639_3
cov,cov,Cao Miao,iso639_3
cow,cow,Cowlitz,iso639_3
cox,cox,Nanti,iso639_3
coz,coz,Chochotec,iso639_3
cpa,cpa,Palantla Chinantec,iso639_3
cpb,cpb,Ucayali-Yurúa Ashéninka,iso639_3
cpc,cpc,Ajyíninka Apurucayali,iso639_3
cpe,cpe,"Creoles and pidgins, English‑based",iso639_5_collection
cpf,cpf,"Creoles and pidgins, French‑based",iso639_5_collection
cpg,cpg,Cappadocian Greek,iso639_3
cpi,cpi,Chinese Pidgin English,iso639_3
cpn,cpn,Cherepon,iso639_3
cpo,cpo,Kpeego,iso639_3
cpp,cpp,"Creoles and pidgins, Portuguese-based",iso639_5_collection
cps,cps,Capiznon,iso639_3
cpu,cpu,Pichis Ashéninka,iso639_3
cpx,cpx,Pu-Xian Chinese,iso639_3
cpy,cpy,South Ucayali Ashéninka,iso639_3
cqd,cqd,Chuanqiandian Cluster Miao,iso639_3
cra,cra,Chara,iso639_3
crb,crb,Island Carib,iso639_3
crc,crc,Lonwolwol,iso639_3
crd,crd,Coeur d'Alene,iso639_3
cre,cre,Cree,iso639_3
crf,crf,Caramanta,iso639_3
crg,crg,Michif,iso639_3
crh,crh,Crimean Tatar,iso639_3
cri,cri,Sãotomense,iso639_3
crj,crj,Southern East Cree,iso639_3
crk,crk,Plains Cree,iso639_3
crl,crl,Northern East Cree,iso639_3
crm,crm,Moose Cree,iso639_3
