language_code,canonical_iso639_3,display_name,mapping_source
ltn,ltn,Latundê,iso639_3
lto,lto,Tsotso,iso639_3
lts,lts,Tachoni,iso639_3
ltu,ltu,Latu,iso639_3
ltz,ltz,Luxembourgish,iso639_3
lua,lua,Luba-Lulua,iso639_3
lub,lub,Luba-Katanga,iso639_3
luc,luc,Aringa,iso639_3
lud,lud,Ludian,iso639_3
lue,lue,Luvale,iso639_3
luf,luf,Laua,iso639_3
lug,lug,Ganda,iso639_3
lui,lui,Luiseno,iso639_3
luj,luj,Luna,iso639_3
luk,luk,Lunanakha,iso639_3
lul,lul,Olu'bo,iso639_3
lum,lum,Luimbi,iso639_3
lun,lun,Lunda,iso639_3
luo,luo,Luo (Kenya and Tanzania),iso639_3
lup,lup,Lumbu,iso639_3
luq,luq,Lucumi,iso639_3
lur,lur,Laura,iso639_3
lus,lus,Lushai,iso639_3
lut,lut,Lushootseed,iso639_3
luu,luu,Lumba-Yakkha,iso639_3
luv,luv,Luwati,iso639_3
luw,luw,Luo (Cameroon),iso639_3
luy,luy,Luyia,iso639_3
luz,luz,Southern Luri,iso639_3
lva,lva,Maku'a,iso639_3
lvi,lvi,Lavi,iso639_3
lvk,lvk,Lavukaleve,iso639_3
lvs,lvs,Standard Latvian,iso639_3
lvu,lvu,Levuka,iso639_3
lwa,lwa,Lwalu,iso639_3
lwe,lwe,Lewo Eleng,iso639_3
lwg,lwg,Wanga,iso639_3
lwh,lwh,White Lachi,iso639_3
lwl,lwl,Eastern Lawa,iso639_3
lwm,lwm,Laomian,iso639_3
lwo,lwo,Luwo,iso639_3
lws,lws,Malawian Sign Language,iso639_3
lwt,lwt,Lewotobi,iso639_3
lwu,lwu,Lawu,iso639_3
lww,lww,Lewo,iso639_3
lxm,lxm,Lakurumau,iso639_3
lya,lya,Layakha,iso639_3
lyg,lyg,Lyngngam,iso639_3
lyn,lyn,Luyana,iso639_3
lzh,lzh,Literary Chinese,iso639_3
lzl,lzl,Litzlitz,iso639_3
lzn,lzn,Leinong Naga,iso639_3
lzz,lzz,Laz,iso639_3
maa,maa,San Jerónimo Tecóatl Mazatec,iso639_3
mab,mab,Yutanduchi Mixtec,iso639_3
mac,mkd,Macedonian,iso639_2_bibliographic_alias
mad,mad,Madurese,iso639_3
mae,mae,Bo-Rukul,iso639_3
maf,maf,Mafa,iso639_3
mag,mag,Magahi,iso639_3
mah,mah,Marshallese,iso639_3
mai,mai,Maithili,iso639_3
maj,maj,Jalapa De Díaz Mazatec,iso639_3
mak,mak,Makasar,iso639_3
mal,mal,Malayalam,iso639_3
mam,mam,Mam,iso639_3
man,man,Mandingo,iso639_3
mao,mri,Maori,iso639_2_bibliographic_alias
map,map,Austronesian languages,iso639_5_collection
maq,maq,Chiquihuitlán Mazatec,iso639_3
mar,mar,Marathi,iso639_3
mas,mas,Masai,iso639_3
mat,mat,San Francisco Matlatzinca,iso639_3
mau,mau,Huautla Mazatec,iso639_3
mav,mav,Sateré-Mawé,iso639_3
maw,maw,Mampruli,iso639_3
max,max,North Moluccan Malay,iso639_3
may,msa,Malay (macrolanguage),iso639_2_bibliographic_alias
maz,maz,Central Mazahua,iso639_3
mba,mba,Higaonon,iso639_3
mbb,mbb,Western Bukidnon Manobo,iso639_3
mbc,mbc,Macushi,iso639_3
mbd,mbd,Dibabawon Manobo,iso639_3
mbe,mbe,Molale,iso639_3
mbf,mbf,Baba Malay,iso639_3
mbh,mbh,Mangseng,iso639_3
mbi,mbi,Ilianen Manobo,iso639_3
mbj,mbj,Nadëb,iso639_3
mbk,mbk,Malol,iso639_3
mbl,mbl,Maxakalí,iso639_3
mbm,mbm,Ombamba,iso639_3
mbn,mbn,Macaguán,iso639_3
mbo,mbo,Mbo (Cameroon),iso639_3
mbp,mbp,Malayo,iso639_3
mbq,mbq,Maisin,iso639_3
mbr,mbr,Nukak Makú,iso639_3
mbs,mbs,Sarangani Manobo,iso639_3
mbt,mbt,Matigsalug Manobo,iso639_3
mbu,mbu,Mbula-Bwazza,iso639_3
mbv,mbv,Mbulungish,iso639_3
mbw,mbw,Maring,iso639_3
mbx,mbx,Mari (East Sepik Province),iso639_3
mby,mby,Memoni,iso639_3
mbz,mbz,Amoltepec Mixtec,iso639_3
mca,mca,Maca,iso639_3
mcb,mcb,Machiguenga,iso639_3
mcc,mcc,Bitur,iso639_3
mcd,mcd,Sharanahua,iso639_3
mce,mce,Itundujia Mixtec,iso639_3
mcf,mcf,Matsés,iso639_3
mcg,mcg,Mapoyo,iso639_3
mch,mch,Maquiritari,iso639_3
mci,mci,Mese,iso639_3
mcj,mcj,Mvanip,iso639_3
mck,mck,Mbunda,iso639_3
mcl,mcl,Macaguaje,iso639_3
mcm,mcm,Malaccan Creole Portuguese,iso639_3
mcn,mcn,Masana,iso639_3
mco,mco,Coatlán Mixe,iso639_3
mcp,mcp,Makaa,iso639_3
mcq,mcq,Ese,iso639_3
mcr,mcr,Menya,iso639_3
mcs,mcs,Mambai,iso639_3
mct,mct,Mengisa,iso639_3
mcu,mcu,Cameroon Mambila,iso639_3
mcv,mcv,Minanibai,iso639_3
mcw,mcw,Mawa (Chad),iso639_3
mcx,mcx,Mpiemo,iso639_3
mcy,mcy,South Watut,iso639_3
mcz,mcz,Mawan,iso639_3
mda,mda,Mada (Nigeria),iso639_3
mdb,mdb,Morigi,iso639_3
mdc,mdc,Male (Papua New Guinea),iso639_3
mdd,mdd,Mbum,iso639_3
mde,mde,Maba (Chad),iso639_3
mdf,mdf,Moksha,iso639_3
mdg,mdg,Massalat,iso639_3
mdh,mdh,Maguindanaon,iso639_3
mdi,mdi,Mamvu,iso639_3
mdj,mdj,Mangbetu,iso639_3
mdk,mdk,Mangbutu,iso639_3
mdl,mdl,Maltese Sign Language,iso639_3
mdm,mdm,Mayogo,iso639_3
mdn,mdn,Mbati,iso639_3
mdp,mdp,Mbala,iso639_3
mdq,mdq,Mbole,iso639_3
mdr,mdr,Mandar,iso639_3
mds,mds,Maria (Papua New Guinea),iso639_3
mdt,mdt,Mbere,iso639_3
mdu,mdu,Mboko,iso639_3
mdv,mdv,Santa Lucía Monteverde Mixtec,iso639_3
mdw,mdw,Mbosi,iso639_3
mdx,mdx,Dizin,iso639_3
mdy,mdy,Male (Ethiopia),iso639_3
mdz,mdz,Suruí Do Pará,iso639_3
mea,mea,Menka,iso639_3
meb,meb,Ikobi,iso639_3
mec,mec,Marra,iso639_3
med,med,Melpa,iso639_3
mee,mee,Mengen,iso639_3
mef,mef,Megam,iso639_3
meh,meh,Southwestern Tlaxiaco Mixtec,iso639_3
mei,mei,Midob,iso639_3
mej,mej,Meyah,iso639_3
mek,mek,Mekeo,iso639_3
mel,mel,Central Melanau,iso639_3
mem,mem,Mangala,iso639_3
men,men,Mende (Sierra Leone),iso639_3
meo,meo,Kedah Malay,iso639_3
mep,mep,Miriwoong,iso639_3
meq,meq,Merey,iso639_3
mer,mer,Meru,iso639_3
mes,mes,Masmaje,iso639_3
met,met,Mato,iso639_3
meu,meu,Motu,iso639_3
mev,mev,Mano,iso639_3
mew,mew,Maaka,iso639_3
mey,mey,Hassaniyya,iso639_3
mez,mez,Menominee,iso639_3
mfa,mfa,Pattani Malay,iso639_3
mfb,mfb,Bangka,iso639_3
mfc,mfc,Mba,iso639_3
mfd,mfd,Mendankwe-Nkwen,iso639_3
mfe,mfe,Morisyen,iso639_3
mff,mff,Naki,iso639_3
mfg,mfg,Mogofin,iso639_3
mfh,mfh,Matal,iso639_3
mfi,mfi,Wandala,iso639_3
mfj,mfj,Mefele,iso639_3
mfk,mfk,North Mofu,iso639_3
mfl,mfl,Putai,iso639_3
mfm,mfm,Marghi South,iso639_3
mfn,mfn,Cross River Mbembe,iso639_3
mfo,mfo,Mbe,iso639_3
mfp,mfp,Makassar Malay,iso639_3
mfq,mfq,Moba,iso639_3
mfr,mfr,Marrithiyel,iso639_3
mfs,mfs,Mexican Sign Language,iso639_3
mft,mft,Mokerang,iso639_3
mfu,mfu,Mbwela,iso639_3
mfv,mfv,Mandjak,iso639_3
mfw,mfw,Mulaha,iso639_3
mfx,mfx,Melo,iso639_3
mfy,mfy,Mayo,iso639_3
mfz,mfz,Mabaan,iso639_3
mga,mga,Middle Irish (900-1200),iso639_3
mgb,mgb,Mararit,iso639_3
mgc,mgc,Morokodo,iso639_3
mgd,mgd,Moru,iso639_3
mge,mge,Mango,iso639_3
mgf,mgf,Maklew,iso639_3
mgg,mgg,Mpumpong,iso639_3
mgh,mgh,Makhuwa-Meetto,iso639_3
mgi,mgi,Lijili,iso639_3
mgj,mgj,Abureni,iso639_3
mgk,mgk,Mawes,iso639_3
mgl,mgl,Maleu-Kilenge,iso639_3
mgm,mgm,Mambae,iso639_3
mgn,mgn,Mbangi,iso639_3
mgo,mgo,Meta',iso639_3
mgp,mgp,Eastern Magar,iso639_3
mgq,mgq,Malila,iso639_3
mgr,mgr,Mambwe-Lungu,iso639_3
mgs,mgs,Manda (Tanzania),iso639_3
mgt,mgt,Mongol,iso639_3
mgu,mgu,Mailu,iso639_3
mgv,mgv,Matengo,iso639_3
mgw,mgw,Matumbi,iso639_3
mgy,mgy,Mbunga,iso639_3
mgz,mgz,Mbugwe,iso639_3
mha,mha,Manda (India),iso639_3
mhb,mhb,Mahongwe,iso639_3
mhc,mhc,Mocho,iso639_3
mhd,mhd,Mbugu,iso639_3
mhe,mhe,Besisi,iso639_3
mhf,mhf,Mamaa,iso639_3
mhg,mhg,Margu,iso639_3
mhi,mhi,Ma'di,iso639_3
mhj,mhj,Mogholi,iso639_3
mhk,mhk,Mungaka,iso639_3
mhl,mhl,Mauwake,iso639_3
mhm,mhm,Makhuwa-Moniga,iso639_3
mhn,mhn,Mócheno,iso639_3
mho,mho,Mashi (Zambia),iso639_3
mhp,mhp,Balinese Malay,iso639_3
mhq,mhq,Mandan,iso639_3
mhr,mhr,Eastern Mari,iso639_3
mhs,mhs,Buru (Indonesia),iso639_3
mht,mht,Mandahuaca,iso639_3
mhu,mhu,Digaro-Mishmi,iso639_3
mhw,mhw,Mbukushu,iso639_3
mhx,mhx,Maru,iso639_3
mhy,mhy,Ma'anyan,iso639_3
mhz,mhz,Mor (Mor Islands),iso639_3
mia,mia,Miami,iso639_3
mib,mib,Atatláhuca Mixtec,iso639_3
mic,mic,Mi'kmaq,iso639_3
mid,mid,Mandaic,iso639_3
mie,mie,Ocotepec Mixtec,iso639_3
mif,mif,Mofu-Gudur,iso639_3
mig,mig,San Miguel El Grande Mixtec,iso639_3
mih,mih,Chayuco Mixtec,iso639_3
mii,mii,Chigmecatitlán Mixtec,iso639_3
mij,mij,Abar,iso639_3
mik,mik,Mikasuki,iso639_3
mil,mil,Peñoles Mixtec,iso639_3
mim,mim,Alacatlatzala Mixtec,iso639_3
min,min,Minangkabau,iso639_3
mio,mio,Pinotepa Nacional Mixtec,iso639_3
mip,mip,Apasco-Apoala Mixtec,iso639_3
miq,miq,Mískito,iso639_3
mir,mir,Isthmus Mixe,iso639_3
mis,mis,Uncoded languages,iso639_3
mit,mit,Southern Puebla Mixtec,iso639_3
miu,miu,Cacaloxtepec Mixtec,iso639_3
miw,miw,Akoye,iso639_3
mix,mix,Mixtepec Mixtec,iso639_3
miy,miy,Ayutla Mixtec,iso639_3
miz,miz,Coatzospan Mixtec,iso639_3
mjb,mjb,Makalero,iso639_3
mjc,mjc,San Juan Colorado Mixtec,iso639_3
mjd,mjd,Northwest Maidu,iso639_3
mje,mje,Muskum,iso639_3
mjg,mjg,Tu,iso639_3
mjh,mjh,Mwera (Nyasa),iso639_3
mji,mji,Kim Mun,iso639_3
mjj,mjj,Mawak,iso639_3
mjk,mjk,Matukar,iso639_3
mjl,mjl,Mandeali,iso639_3
mjm,mjm,Medebur,iso639_3
mjn,mjn,Ma (Papua New Guinea),iso639_3
mjo,mjo,Malankuravan,iso639_3
mjp,mjp,Malapandaram,iso639_3
mjq,mjq,Malaryan,iso639_3
mjr,mjr,Malavedan,iso639_3
mjs,mjs,Miship,iso639_3
mjt,mjt,Sauria Paharia,iso639_3
mju,mju,Manna-Dora,iso639_3
mjv,mjv,Mannan,iso639_3
mjw,mjw,Karbi,iso639_3
mjx,mjx,Mahali,iso639_3
mjy,mjy,Mahican,iso639_3
mjz,mjz,Majhi,iso639_3
mka,mka,Mbre,iso639_3
mkb,mkb,Mal Paharia,iso639_3
mkc,mkc,Siliput,iso639_3
mkd,mkd,Macedonian,iso639_3
mke,mke,Mawchi,iso639_3
mkf,mkf,Miya,iso639_3
mkg,mkg,Mak (China),iso639_3
mkh,mkh,Mon-Khmer languages,iso639_5_collection
mki,mki,Dhatki,iso639_3
mkj,mkj,Mokilese,iso639_3
mkk,mkk,Byep,iso639_3
mkl,mkl,Mokole,iso639_3
mkm,mkm,Moklen,iso639_3
mkn,mkn,Kupang Malay,iso639_3
mko,mko,Mingang Doso,iso639_3
mkp,mkp,Moikodi,iso639_3
mkq,mkq,Bay Miwok,iso639_3
mkr,mkr,Malas,iso639_3
mks,mks,Silacayoapan Mixtec,iso639_3
mkt,mkt,Vamale,iso639_3
mku,mku,Konyanka Maninka,iso639_3
mkv,mkv,Mafea,iso639_3
mkw,mkw,Kituba (Congo),iso639_3
mkx,mkx,Kinamiging Manobo,iso639_3
mky,mky,East Makian,iso639_3
mkz,mkz,Makasae,iso639_3
mla,mla,Malo,iso639_3
mlb,mlb,Mbule,iso639_3
mlc,mlc,Cao Lan,iso639_3
mle,mle,Manambu,iso639_3
mlf,mlf,Mal,iso639_3
mlg,mlg,Malagasy,iso639_3
mlh,mlh,Mape,iso639_3
mli,mli,Malimpung,iso639_3
mlj,mlj,Miltu,iso639_3
mlk,mlk,Ilwana,iso639_3
mll,mll,Malua Bay,iso639_3
mlm,mlm,Mulam,iso639_3
mln,mln,Malango,iso639_3
mlo,mlo,Mlomp,iso639_3
mlp,mlp,Bargam,iso639_3
mlq,mlq,Western Maninkakan,iso639_3
mlr,mlr,Vame,iso639_3
mls,mls,Masalit,iso639_3
mlt,mlt,Maltese,iso639_3
mlu,mlu,To'abaita,iso639_3
mlv,mlv,Motlav,iso639_3
mlw,mlw,Moloko,iso639_3
mlx,mlx,Malfaxal,iso639_3
mlz,mlz,Malaynon,iso639_3
mma,mma,Mama,iso639_3
mmb,mmb,Momina,iso639_3
mmc,mmc,Michoacán Mazahua,iso639_3
mmd,mmd,Maonan,iso639_3
mme,mme,Mae,iso639_3
mmf,mmf,Mundat,iso639_3
mmg,mmg,North Ambrym,iso639_3
mmh,mmh,Mehináku,iso639_3
mmi,mmi,Musar,iso639_3
mmj,mmj,Majhwar,iso639_3
mmk,mmk,Mukha-Dora,iso639_3
mml,mml,Man Met,iso639_3
mmm,mmm,Maii,iso639_3
mmn,mmn,Mamanwa,iso639_3
mmo,mmo,Mangga Buang,iso639_3
mmp,mmp,Siawi,iso639_3
mmq,mmq,Musak,iso639_3
mmr,mmr,Western Xiangxi Miao,iso639_3
mmt,mmt,Malalamai,iso639_3
mmu,mmu,Mmaala,iso639_3
mmv,mmv,Miriti,iso639_3
mmw,mmw,Emae,iso639_3
mmx,mmx,Madak,iso639_3
mmy,mmy,Migaama,iso639_3
mmz,mmz,Mabaale,iso639_3
mna,mna,Mbula,iso639_3
mnb,mnb,Muna,iso639_3
mnc,mnc,Manchu,iso639_3
mnd,mnd,Mondé,iso639_3
mne,mne,Naba,iso639_3
mnf,mnf,Mundani,iso639_3
mng,mng,Eastern Mnong,iso639_3
mnh,mnh,Mono (Democratic Republic of Congo),iso639_3
mni,mni,Manipuri,iso639_3
mnj,mnj,Munji,iso639_3
mnk,mnk,Mandinka,iso639_3
mnl,mnl,Tiale,iso639_3
mnm,mnm,Mapena,iso639_3
mnn,mnn,Southern Mnong,iso639_3
mno,mno,Manobo languages,iso639_5_collection
mnp,mnp,Min Bei Chinese,iso639_3
mnq,mnq,Minriq,iso639_3
mnr,mnr,Mono (USA),iso639_3
mns,mns,Mansi,iso639_3
mnu,mnu,Mer,iso639_3
mnv,mnv,Rennell-Bellona,iso639_3
mnw,mnw,Mon,iso639_3
mnx,mnx,Manikion,iso639_3
mny,mny,Manyawa,iso639_3
mnz,mnz,Moni,iso639_3
moa,moa,Mwan,iso639_3
moc,moc,Mocoví,iso639_3
mod,mod,Mobilian,iso639_3
moe,moe,Innu,iso639_3
mog,mog,Mongondow,iso639_3
moh,moh,Mohawk,iso639_3
moi,moi,Mboi,iso639_3
moj,moj,Monzombo,iso639_3
mok,mok,Morori,iso639_3
mom,mom,Mangue,iso639_3
mon,mon,Mongolian,iso639_3
moo,moo,Monom,iso639_3
mop,mop,Mopán Maya,iso639_3
moq,moq,Mor (Bomberai Peninsula),iso639_3
mor,mor,Moro,iso639_3
mos,mos,Mossi,iso639_3
mot,mot,Barí,iso639_3
mou,mou,Mogum,iso639_3
mov,mov,Mohave,iso639_3
mow,mow,Moi (Congo),iso639_3
mox,mox,Molima,iso639_3
moy,moy,Shekkacho,iso639_3
moz,moz,Mukulu,iso639_3
mpa,mpa,Mpoto,iso639_3
mpb,mpb,Malak Malak,iso639_3
mpc,mpc,Mangarrayi,iso639_3
mpd,mpd,Machinere,iso639_3
mpe,mpe,Majang,iso639_3
mpg,mpg,Marba,iso639_3
mph,mph,Maung,iso639_3
mpi,mpi,Mpade,iso639_3
mpj,mpj,Martu Wangka,iso639_3
mpk,mpk,Mbara (Chad),iso639_3
mpl,mpl,Middle Watut,iso639_3
mpm,mpm,Yosondúa Mixtec,iso639_3
mpn,mpn,Mindiri,iso639_3
mpo,mpo,Miu,iso639_3
mpp,mpp,Migabac,iso639_3
mpq,mpq,Matís,iso639_3
mpr,mpr,Vangunu,iso639_3
mps,mps,Dadibi,iso639_3
mpt,mpt,Mian,iso639_3
mpu,mpu,Makuráp,iso639_3
mpv,mpv,Mungkip,iso639_3
mpw,mpw,Mapidian,iso639_3
mpx,mpx,Misima-Panaeati,iso639_3
mpy,mpy,Mapia,iso639_3
mpz,mpz,Mpi,iso639_3
mqa,mqa,Maba (Indonesia),iso639_3
mqb,mqb,Mbuko,iso639_3
mqc,mqc,Mangole,iso639_3
mqe,mqe,Matepi,iso639_3
mqf,mqf,Momuna,iso639_3
mqg,mqg,Kota Bangun Kutai Malay,iso639_3
mqh,mqh,Tlazoyaltepec Mixtec,iso639_3
mqi,mqi,Mariri,iso639_3
mqj,mqj,Mamasa,iso639_3
mqk,mqk,Rajah Kabunsuwan Manobo,iso639_3
mql,mql,Mbelime,iso639_3
mqm,mqm,South Marquesan,iso639_3
mqn,mqn,Moronene,iso639_3
mqo,mqo,Modole,iso639_3
mqp,mqp,Manipa,iso639_3
mqq,mqq,Minokok,iso639_3
mqr,mqr,Mander,iso639_3
mqs,mqs,West Makian,iso639_3
mqt,mqt,Mok,iso639_3
mqu,mqu,Mandari,iso639_3
mqv,mqv,Mosimo,iso639_3
mqw,mqw,Murupi,iso639_3
mqx,mqx,Mamuju,iso639_3
mqy,mqy,Manggarai,iso639_3
mqz,mqz,Pano,iso639_3
mra,mra,Mlabri,iso639_3
mrb,mrb,Marino,iso639_3
mrc,mrc,Maricopa,iso639_3
mrd,mrd,Western Magar,iso639_3
mre,mre,Martha's Vineyard Sign Language,iso639_3
mrf,mrf,Elseng,iso639_3
mrg,mrg,Mising,iso639_3
mrh,mrh,Mara Chin,iso639_3
mri,mri,Maori,iso639_3
mrj,mrj,Western Mari,iso639_3
mrk,mrk,Hmwaveke,iso639_3
mrl,mrl,Mortlockese,iso639_3
mrm,mrm,Merlav,iso639_3
mrn,mrn,Cheke Holo,iso639_3
mro,mro,Mru,iso639_3
mrp,mrp,Morouas,iso639_3
mrq,mrq,North Marquesan,iso639_3
mrr,mrr,Maria (India),iso639_3
mrs,mrs,Maragus,iso639_3
mrt,mrt,Marghi Central,iso639_3
mru,mru,Mono (Cameroon),iso639_3
mrv,mrv,Mangareva,iso639_3
mrw,mrw,Maranao,iso639_3
mrx,mrx,Maremgi,iso639_3
mry,mry,Mandaya,iso639_3
mrz,mrz,Marind,iso639_3
msa,msa,Malay (macrolanguage),iso639_3
msb,msb,Masbatenyo,iso639_3
msc,msc,Sankaran Maninka,iso639_3
msd,msd,Yucatec Maya Sign Language,iso639_3
mse,mse,Musey,iso639_3
msf,msf,Mekwei,iso639_3
msg,msg,Moraid,iso639_3
msh,msh,Masikoro Malagasy,iso639_3
msi,msi,Sabah Malay,iso639_3
msj,msj,Ma (Democratic Republic of Congo),iso639_3
msk,msk,Mansaka,iso639_3
msl,msl,Molof,iso639_3
msm,msm,Agusan Manobo,iso639_3
msn,msn,Vurës,iso639_3
mso,mso,Mombum,iso639_3
msp,msp,Maritsauá,iso639_3
msq,msq,Caac,iso639_3
msr,msr,Mongolian Sign Language,iso639_3
mss,mss,West Masela,iso639_3
msu,msu,Musom,iso639_3
msv,msv,Maslam,iso639_3
msw,msw,Mansoanka,iso639_3
msx,msx,Moresada,iso639_3
msy,msy,Aruamu,iso639_3
msz,msz,Momare,iso639_3
mta,mta,Cotabato Manobo,iso639_3
mtb,mtb,Anyin Morofo,iso639_3
mtc,mtc,Munit,iso639_3
mtd,mtd,Mualang,iso639_3
mte,mte,Mono (Solomon Islands),iso639_3
mtf,mtf,Murik (Papua New Guinea),iso639_3
mtg,mtg,Una,iso639_3
mth,mth,Munggui,iso639_3
mti,mti,Maiwa (Papua New Guinea),iso639_3
mtj,mtj,Moskona,iso639_3
mtk,mtk,Mbe',iso639_3
mtl,mtl,Montol,iso639_3
mtm,mtm,Mator,iso639_3
mtn,mtn,Matagalpa,iso639_3
mto,mto,Totontepec Mixe,iso639_3
mtp,mtp,Wichí Lhamtés Nocten,iso639_3
mtq,mtq,Muong,iso639_3
mtr,mtr,Mewari,iso639_3
mts,mts,Yora,iso639_3
mtt,mtt,Mota,iso639_3
mtu,mtu,Tututepec Mixtec,iso639_3
mtv,mtv,Asaro'o,iso639_3
mtw,mtw,Southern Binukidnon,iso639_3
mtx,mtx,Tidaá Mixtec,iso639_3
mty,mty,Nabi,iso639_3
mua,mua,Mundang,iso639_3
mub,mub,Mubi,iso639_3
muc,muc,Ajumbu,iso639_3
mud,mud,Mednyj Aleut,iso639_3
mue,mue,Media Lengua,iso639_3
mug,mug,Musgu,iso639_3
muh,muh,Mündü,iso639_3
mui,mui,Musi,iso639_3
muj,muj,Mabire,iso639_3
muk,muk,Mugom,iso639_3
mul,mul,Multiple languages,iso639_3
mum,mum,Maiwala,iso639_3
mun,mun,Munda languages,iso639_5_collection
muo,muo,Nyong,iso639_3
mup,mup,Malvi,iso639_3
muq,muq,Eastern Xiangxi Miao,iso639_3
mur,mur,Murle,iso639_3
mus,mus,Creek,iso639_3
mut,mut,Western Muria,iso639_3
muu,muu,Yaaku,iso639_3
muv,muv,Muthuvan,iso639_3
mux,mux,Bo-Ung,iso639_3
muy,muy,Muyang,iso639_3
muz,muz,Mursi,iso639_3
mva,mva,Manam,iso639_3
mvb,mvb,Mattole,iso639_3
mvd,mvd,Mamboru,iso639_3
mve,mve,Marwari (Pakistan),iso639_3
mvf,mvf,Peripheral Mongolian,iso639_3
mvg,mvg,Yucuañe Mixtec,iso639_3
mvh,mvh,Mulgi,iso639_3
mvi,mvi,Miyako,iso639_3
mvk,mvk,Mekmek,iso639_3
mvl,mvl,Mbara (Australia),iso639_3
mvn,mvn,Minaveha,iso639_3
mvo,mvo,Marovo,iso639_3
mvp,mvp,Duri,iso639_3
mvq,mvq,Moere,iso639_3
mvr,mvr,Marau,iso639_3
mvs,mvs,Massep,iso639_3
mvt,mvt,Mpotovoro,iso639_3
mvu,mvu,Marfa,iso639_3
mvv,mvv,Tagal Murut,iso639_3
mvw,mvw,Machinga,iso639_3
mvx,mvx,Meoswar,iso639_3
mvy,mvy,Indus Kohistani,iso639_3
mvz,mvz,Mesqan,iso639_3
mwa,mwa,Mwatebu,iso639_3
mwb,mwb,Juwal,iso639_3
mwc,mwc,Are,iso639_3
mwe,mwe,Mwera (Chimwera),iso639_3
mwf,mwf,Murrinh-Patha,iso639_3
mwg,mwg,Aiklep,iso639_3
mwh,mwh,Mouk-Aria,iso639_3
mwi,mwi,Labo,iso639_3
mwk,mwk,Kita Maninkakan,iso639_3
mwl,mwl,Mirandese,iso639_3
mwm,mwm,Sar,iso639_3
mwn,mwn,Nyamwanga,iso639_3
mwo,mwo,Central Maewo,iso639_3
mwp,mwp,Kala Lagaw Ya,iso639_3
mwq,mwq,Mün Chin,iso639_3
mwr,mwr,Marwari,iso639_3
mws,mws,Mwimbi-Muthambi,iso639_3
mwt,mwt,Moken,iso639_3
mwu,mwu,Mittu,iso639_3
mwv,mwv,Mentawai,iso639_3
mww,mww,Hmong Daw,iso639_3
mwz,mwz,Moingi,iso639_3
mxa,mxa,Northwest Oaxaca Mixtec,iso639_3
mxb,mxb,Tezoatlán Mixtec,iso639_3
mxc,mxc,Manyika,iso639_3
mxd,mxd,Modang,iso639_3
mxe,mxe,Mele-Fila,iso639_3
mxf,mxf,Malgbe,iso639_3
mxg,mxg,Mbangala,iso639_3
mxh,mxh,Mvuba,iso639_3
mxi,mxi,Mozarabic,iso639_3
mxj,mxj,Miju-Mishmi,iso639_3
mxk,mxk,Monumbo,iso639_3
mxl,mxl,Maxi Gbe,iso639_3
mxm,mxm,Meramera,iso639_3
mxn,mxn,Moi (Indonesia),iso639_3
mxo,mxo,Mbowe,iso639_3
mxp,mxp,Tlahuitoltepec Mixe,iso639_3
mxq,mxq,Juquila Mixe,iso639_3
mxr,mxr,Murik (Malaysia),iso639_3
mxs,mxs,Huitepec Mixtec,iso639_3
mxt,mxt,Jamiltepec Mixtec,iso639_3
mxu,mxu,Mada (Cameroon),iso639_3
mxv,mxv,Metlatónoc Mixtec,iso639_3
mxw,mxw,Namo,iso639_3
mxx,mxx,Mahou,iso639_3
mxy,mxy,Southeastern Nochixtlán Mixtec,iso639_3
mxz,mxz,Central Masela,iso639_3
mya,mya,Burmese,iso639_3
myb,myb,Mbay,iso639_3
myc,myc,Mayeka,iso639_3
mye,mye,Myene,iso639_3
myf,myf,Bambassi,iso639_3
myg,myg,Manta,iso639_3
myh,myh,Makah,iso639_3
myj,myj,Mangayat,iso639_3
myk,myk,Mamara Senoufo,iso639_3
myl,myl,Moma,iso639_3
mym,mym,Me'en,iso639_3
myn,myn,Mayan languages,iso639_5_collection
myo,myo,Anfillo,iso639_3
myp,myp,Pirahã,iso639_3
myr,myr,Muniche,iso639_3
mys,mys,Mesmes,iso639_3
myu,myu,Mundurukú,iso639_3
myv,myv,Erzya,iso639_3
myw,myw,Muyuw,iso639_3
myx,myx,Masaaba,iso639_3
myy,myy,Macuna,iso639_3
myz,myz,Classical Mandaic,iso639_3
mza,mza,Santa María Zacatepec Mixtec,iso639_3
mzb,mzb,Tumzabt,iso639_3
mzc,mzc,Madagascar Sign Language,iso639_3
mzd,mzd,Malimba,iso639_3
mze,mze,Morawa,iso639_3
mzg,mzg,Monastic Sign Language,iso639_3
mzh,mzh,Wichí Lhamtés Güisnay,iso639_3
mzi,mzi,Ixcatlán Mazatec,iso639_3
mzj,mzj,Manya,iso639_3
mzk,mzk,Nigeria Mambila,iso639_3
mzl,mzl,Mazatlán Mixe,iso639_3
mzm,mzm,Mumuye,iso639_3
mzn,mzn,Mazanderani,iso639_3
mzo,mzo,Matipuhy,iso639_3
mzp,mzp,Movima,iso639_3
mzq,mzq,Mori Atas,iso639_3
mzr,mzr,Marúbo,iso639_3
mzs,mzs,Macanese,iso639_3
mzt,mzt,Mintil,iso639_3
mzu,mzu,Inapang,iso639_3
mzv,mzv,Manza,iso639_3
mzw,mzw,Deg,iso639_3
mzx,mzx,Mawayana,iso639_3
mzy,mzy,Mozambican Sign Language,iso639_3
mzz,mzz,Maiadomu,iso639_3
